make,model,year,category,body_type,transmission,fuel_type,engine,mileage,seats,location,sale_price
Suzuki,APV,2009,Van,Van,Automatic,Petrol,1.5L,204238,8,Lahore,725000
Suzuki,APV,2013,Van,Van,Automatic,Petrol,1.5L,200138,8,Faisalabad,810000
Hyundai,Tucson,2023,SUV,SUV,Automatic,Petrol,2.0L,35575,5,Islamabad,7750000
Suzuki,Alto,2023,Economy,Hatchback,Manual,Petrol,660cc,46619,4,Faisalabad,1580000
Honda,BR-V,2021,Family,SUV,Manual,Petrol,1.5L,36647,7,Peshawar,3560000
Toyota,Prius,2016,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,139983,5,Lahore,1990000
Honda,Civic,2018,Sedan,Sedan,Manual,Petrol,1.5L Turbo,78390,5,Lahore,3510000
Suzuki,Cultus,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,12169,5,Quetta,2310000
Daihatsu,Mira,2022,Economy,Hatchback,Manual,Petrol,660cc,63977,4,Rawalpindi,1465000
Honda,BR-V,2026,Family,SUV,Manual,Petrol,1.5L,10358,7,Quetta,5675000
Suzuki,Alto,2025,Economy,Hatchback,Manual,Petrol,1.0L,1946,4,Islamabad,1930000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,51809,5,Rawalpindi,4655000
Honda,City,2010,Sedan,Sedan,Manual,Petrol,1.2L,182801,5,Rawalpindi,840000
Toyota,Hilux,2024,Pickup,Pickup,Automatic,Diesel,2.8L,32790,5,Lahore,7165000
Honda,BR-V,2018,Family,SUV,Automatic,Petrol,1.5L,83368,7,Peshawar,2490000
Honda,Vezel,2025,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,2150,5,Islamabad,8735000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,48762,7,Karachi,4410000
Suzuki,APV,2019,Van,Van,Automatic,Petrol,1.5L,101455,8,Faisalabad,1905000
Toyota,Corolla,2009,Sedan,Sedan,Manual,Petrol,1.3L,230680,5,Quetta,890000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,1093,5,Peshawar,5100000
Suzuki,Wagon R,2019,Hatchback,Hatchback,Manual,Petrol,1.0L,67970,5,Lahore,1295000
Honda,City,2015,Sedan,Sedan,Manual,Petrol,1.5L,134537,5,Lahore,1340000
Toyota,Prius,2014,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,166943,5,Islamabad,1445000
Honda,City,2025,Sedan,Sedan,Manual,Petrol,1.2L,24390,5,Peshawar,4685000
Daihatsu,Mira,2012,Economy,Hatchback,Manual,Petrol,660cc,144959,4,Lahore,445000
Honda,Vezel,2015,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,151780,5,Rawalpindi,2095000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,29930,5,Quetta,1945000
Suzuki,Swift,2015,Hatchback,Hatchback,Manual,Petrol,1.3L,134361,5,Multan,1085000
Toyota,Hilux,2025,Pickup,Pickup,Manual,Diesel,2.4L,9371,5,Karachi,8645000
Suzuki,Mehran,2025,Economy,Hatchback,Manual,Petrol,800cc,11029,4,Quetta,1305000
Suzuki,Alto,2012,Economy,Hatchback,Automatic,Petrol,660cc,134204,4,Peshawar,450000
Honda,Vezel,2020,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,60008,5,Karachi,4365000
Hyundai,Tucson,2025,SUV,SUV,Manual,Petrol,2.0L,17006,5,Quetta,7555000
Honda,BR-V,2017,Family,SUV,Automatic,Petrol,1.5L,111523,7,Multan,2200000
Toyota,Land Cruiser,2015,Luxury,SUV,Automatic,Petrol,4.6L,123203,7,Faisalabad,9480000
Toyota,Fortuner,2018,SUV,SUV,Automatic,Petrol,2.8L,104509,7,Karachi,6250000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,63868,5,Multan,5090000
Suzuki,Swift,2021,Hatchback,Hatchback,Manual,Petrol,1.3L,62167,5,Rawalpindi,2115000
Honda,City,2025,Sedan,Sedan,Manual,Petrol,1.2L,18165,5,Karachi,4525000
Suzuki,Swift,2010,Hatchback,Hatchback,Manual,Petrol,1.3L,172386,5,Multan,645000
Suzuki,Cultus,2019,Hatchback,Hatchback,Automatic,Petrol,1.0L,78459,5,Peshawar,1425000
Toyota,Corolla,2014,Sedan,Sedan,Automatic,Petrol,1.6L,182554,5,Rawalpindi,1235000
Toyota,Corolla,2019,Sedan,Sedan,Automatic,Petrol,1.8L,82730,5,Multan,2840000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,0,5,Faisalabad,5120000
Honda,Vezel,2023,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,36371,5,Quetta,5230000
Suzuki,Bolan,2010,Economy,Van,Manual,Petrol,800cc,196806,8,Karachi,325000
Suzuki,APV,2013,Van,Van,Automatic,Petrol,1.5L,165671,8,Islamabad,960000
Daihatsu,Mira,2014,Economy,Hatchback,Automatic,Petrol,660cc,173521,4,Islamabad,625000
Honda,Vezel,2018,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,102995,5,Faisalabad,2700000
Toyota,Prius,2019,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,80179,5,Rawalpindi,2905000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.5L,59160,5,Faisalabad,2800000
Suzuki,Swift,2023,Hatchback,Hatchback,Automatic,Petrol,1.3L,36344,5,Peshawar,3035000
Toyota,Fortuner,2014,SUV,SUV,Manual,Diesel,2.7L,127878,7,Lahore,3490000
Toyota,Prius,2016,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,150574,5,Islamabad,1890000
Suzuki,Wagon R,2022,Hatchback,Hatchback,Manual,Petrol,1.0L,45744,5,Islamabad,1885000
KIA,Sportage,2025,SUV,SUV,Automatic,Petrol,2.0L,19192,5,Quetta,7040000
Toyota,Corolla,2013,Sedan,Sedan,Manual,Petrol,1.6L,152146,5,Multan,1230000
Toyota,Hilux,2018,Pickup,Pickup,Automatic,Diesel,2.8L,100992,5,Karachi,3740000
Honda,Civic,2019,Sedan,Sedan,Automatic,Petrol,1.8L,91925,5,Karachi,3985000
Suzuki,Mehran,2011,Economy,Hatchback,Automatic,Petrol,800cc,151614,4,Rawalpindi,290000
Suzuki,Bolan,2014,Economy,Van,Automatic,Petrol,800cc,108583,8,Faisalabad,540000
Daihatsu,Mira,2012,Economy,Hatchback,Manual,Petrol,660cc,155383,4,Islamabad,415000
Honda,Civic,2024,Sedan,Sedan,Manual,Petrol,1.5L Turbo,39407,5,Lahore,5710000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,43380,7,Quetta,3975000
Honda,BR-V,2017,Family,SUV,Manual,Petrol,1.5L,118848,7,Rawalpindi,2060000
Suzuki,Alto,2017,Economy,Hatchback,Automatic,Petrol,1.0L,122706,4,Multan,770000
Suzuki,Cultus,2025,Hatchback,Hatchback,Automatic,Petrol,1.0L,15162,5,Faisalabad,2680000
Toyota,Prius,2019,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,97701,5,Karachi,2795000
Daihatsu,Mira,2020,Economy,Hatchback,Manual,Petrol,660cc,71651,4,Rawalpindi,1230000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.5L,0,5,Karachi,5450000
Suzuki,Mehran,2013,Economy,Hatchback,Automatic,Petrol,800cc,153502,4,Lahore,305000
Suzuki,Swift,2020,Hatchback,Hatchback,Manual,Petrol,1.3L,41829,5,Islamabad,2055000
KIA,Sportage,2023,SUV,SUV,Manual,Petrol,2.0L,33731,5,Quetta,5415000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,60558,5,Islamabad,5360000
Daihatsu,Mira,2026,Economy,Hatchback,Manual,Petrol,660cc,3994,4,Multan,2265000
Suzuki,Swift,2023,Hatchback,Hatchback,Manual,Petrol,1.3L,40881,5,Quetta,2715000
Honda,Vezel,2019,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,89206,5,Karachi,3975000
Daihatsu,Mira,2015,Economy,Hatchback,Manual,Petrol,660cc,151414,4,Multan,560000
Suzuki,Alto,2014,Economy,Hatchback,Automatic,Petrol,1.0L,141905,4,Rawalpindi,560000
Suzuki,Mehran,2025,Economy,Hatchback,Manual,Petrol,800cc,8908,4,Rawalpindi,1435000
Suzuki,Wagon R,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,7310,5,Karachi,2835000
Honda,City,2015,Sedan,Sedan,Manual,Petrol,1.5L,146728,5,Karachi,1450000
Suzuki,Swift,2023,Hatchback,Hatchback,Manual,Petrol,1.3L,37758,5,Lahore,2505000
Suzuki,Cultus,2024,Hatchback,Hatchback,Automatic,Petrol,1.0L,16140,5,Faisalabad,2360000
Suzuki,Swift,2012,Hatchback,Hatchback,Automatic,Petrol,1.3L,123024,5,Karachi,765000
Daihatsu,Mira,2010,Economy,Hatchback,Manual,Petrol,660cc,241010,4,Multan,345000
Honda,Civic,2023,Sedan,Sedan,Automatic,Petrol,1.8L,56443,5,Multan,4920000
Suzuki,Cultus,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,17532,5,Quetta,2630000
Toyota,Land Cruiser,2013,Luxury,SUV,Manual,Petrol,4.6L,116353,7,Lahore,7955000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,136746,5,Rawalpindi,570000
Honda,Vezel,2016,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,95599,5,Multan,2255000
Toyota,Hilux,2022,Pickup,Pickup,Manual,Diesel,2.8L,61077,5,Karachi,5775000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,4.6L,138777,7,Islamabad,9020000
Toyota,Yaris,2021,Sedan,Sedan,Automatic,Petrol,1.3L,57813,5,Quetta,2685000
Suzuki,Alto,2014,Economy,Hatchback,Manual,Petrol,1.0L,182834,4,Karachi,515000
Suzuki,Alto,2015,Economy,Hatchback,Manual,Petrol,1.0L,117267,4,Rawalpindi,560000
Toyota,Fortuner,2017,SUV,SUV,Manual,Diesel,2.8L,94368,7,Faisalabad,4880000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,26945,5,Islamabad,6820000
Suzuki,Cultus,2014,Hatchback,Hatchback,Manual,Petrol,1.0L,163132,5,Lahore,635000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,7081,5,Peshawar,7885000
Suzuki,Cultus,2019,Hatchback,Hatchback,Manual,Petrol,1.0L,67975,5,Peshawar,1345000
Suzuki,Swift,2017,Hatchback,Hatchback,Automatic,Petrol,1.3L,118570,5,Islamabad,1295000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,19370,5,Multan,2045000
Suzuki,Mehran,2007,Economy,Hatchback,Manual,Petrol,800cc,221856,4,Quetta,200000
Daihatsu,Mira,2021,Economy,Hatchback,Manual,Petrol,660cc,55648,4,Islamabad,1375000
Suzuki,Cultus,2011,Hatchback,Hatchback,Manual,Petrol,1.0L,191260,5,Karachi,515000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,56546,7,Peshawar,2905000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,4.6L,139486,7,Karachi,8710000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.3L,0,5,Islamabad,5905000
Honda,Civic,2014,Sedan,Sedan,Manual,Petrol,1.8L,176292,5,Rawalpindi,1555000
Toyota,Prius,2020,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,69738,5,Lahore,3125000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,84090,5,Rawalpindi,4510000
Toyota,Prius,2018,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,113185,5,Faisalabad,2475000
Suzuki,Bolan,2012,Economy,Van,Automatic,Petrol,800cc,159227,8,Islamabad,400000
Honda,Vezel,2025,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,7106,5,Rawalpindi,7875000
Toyota,Prius,2017,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,120914,5,Multan,1975000
Suzuki,Mehran,2010,Economy,Hatchback,Automatic,Petrol,800cc,156848,4,Peshawar,270000
Honda,Civic,2018,Sedan,Sedan,Manual,Petrol,1.8L,87050,5,Rawalpindi,3035000
Toyota,Fortuner,2013,SUV,SUV,Manual,Diesel,2.7L,156542,7,Islamabad,2710000
Suzuki,Bolan,2009,Economy,Van,Automatic,Petrol,800cc,199777,8,Quetta,305000
KIA,Sportage,2022,SUV,SUV,Automatic,Petrol,2.0L,61860,5,Faisalabad,4555000
Toyota,Prius,2018,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,122483,5,Peshawar,2390000
Suzuki,Alto,2014,Economy,Hatchback,Automatic,Petrol,660cc,151458,4,Islamabad,520000
Toyota,Yaris,2023,Sedan,Sedan,Manual,Petrol,1.3L,31101,5,Quetta,3295000
Honda,City,2019,Sedan,Sedan,Automatic,Petrol,1.2L,72263,5,Multan,2480000
Suzuki,Swift,2013,Hatchback,Hatchback,Automatic,Petrol,1.3L,179040,5,Lahore,880000
Suzuki,APV,2018,Van,Van,Automatic,Petrol,1.5L,110642,8,Lahore,1590000
Suzuki,Bolan,2023,Economy,Van,Automatic,Petrol,800cc,38820,8,Karachi,1675000
Daihatsu,Mira,2018,Economy,Hatchback,Automatic,Petrol,660cc,89001,4,Rawalpindi,965000
Suzuki,Bolan,2015,Economy,Van,Manual,Petrol,800cc,143994,8,Karachi,595000
Suzuki,Swift,2016,Hatchback,Hatchback,Manual,Petrol,1.3L,126074,5,Karachi,1230000
Toyota,Prius,2014,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,132645,5,Multan,1365000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,3606,5,Peshawar,8405000
Honda,BR-V,2019,Family,SUV,Automatic,Petrol,1.5L,81790,7,Karachi,3025000
Toyota,Prius,2022,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,36257,5,Islamabad,3740000
Suzuki,Bolan,2025,Economy,Van,Manual,Petrol,800cc,15681,8,Quetta,1800000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.3L,64000,5,Peshawar,2735000
Toyota,Land Cruiser,2020,Luxury,SUV,Automatic,Petrol,4.6L,75647,7,Lahore,15940000
Honda,Civic,2013,Sedan,Sedan,Automatic,Petrol,1.8L,157450,5,Quetta,1505000
Honda,BR-V,2026,Family,SUV,Manual,Petrol,1.5L,1850,7,Rawalpindi,6110000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,3549,5,Islamabad,3885000
Toyota,Prius,2016,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,131587,5,Islamabad,1880000
Honda,Civic,2016,Sedan,Sedan,Manual,Petrol,1.5L Turbo,87514,5,Quetta,2370000
KIA,Sportage,2020,SUV,SUV,Automatic,Petrol,2.0L,80810,5,Quetta,3665000
Suzuki,Alto,2014,Economy,Hatchback,Automatic,Petrol,660cc,143118,4,Lahore,580000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,3255,5,Multan,4955000
Toyota,Prius,2017,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,97601,5,Rawalpindi,2105000
Toyota,Prius,2024,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,26034,5,Karachi,5320000
Suzuki,Cultus,2011,Hatchback,Hatchback,Automatic,Petrol,1.0L,134524,5,Peshawar,520000
Suzuki,APV,2017,Van,Van,Automatic,Petrol,1.5L,118292,8,Multan,1565000
Suzuki,APV,2010,Van,Van,Automatic,Petrol,1.5L,225209,8,Multan,665000
Toyota,Hilux,2013,Pickup,Pickup,Automatic,Diesel,2.4L,138033,5,Quetta,1805000
Daihatsu,Mira,2012,Economy,Hatchback,Automatic,Petrol,660cc,179040,4,Multan,420000
Suzuki,Alto,2016,Economy,Hatchback,Manual,Petrol,660cc,114073,4,Multan,720000
Honda,City,2018,Sedan,Sedan,Manual,Petrol,1.5L,134670,5,Karachi,1935000
Toyota,Hilux,2017,Pickup,Pickup,Manual,Diesel,2.8L,115356,5,Karachi,2795000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,64092,7,Islamabad,3140000
Suzuki,Bolan,2010,Economy,Van,Manual,Petrol,800cc,198130,8,Islamabad,345000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,3344,5,Multan,9420000
Hyundai,Tucson,2020,SUV,SUV,Manual,Petrol,2.0L,79028,5,Rawalpindi,4210000
Honda,BR-V,2018,Family,SUV,Automatic,Petrol,1.5L,108656,7,Quetta,2285000
Honda,City,2021,Sedan,Sedan,Manual,Petrol,1.5L,54333,5,Karachi,2920000
Suzuki,Mehran,2021,Economy,Hatchback,Manual,Petrol,800cc,49884,4,Quetta,750000
Suzuki,APV,2018,Van,Van,Manual,Petrol,1.5L,103927,8,Rawalpindi,1755000
Toyota,Fortuner,2012,SUV,SUV,Manual,Diesel,2.8L,166335,7,Lahore,2415000
Suzuki,Swift,2016,Hatchback,Hatchback,Automatic,Petrol,1.3L,119230,5,Karachi,1300000
Toyota,Corolla,2016,Sedan,Sedan,Automatic,Petrol,1.6L,119362,5,Karachi,1975000
Suzuki,Mehran,2019,Economy,Hatchback,Automatic,Petrol,800cc,76677,4,Faisalabad,635000
KIA,Sportage,2022,SUV,SUV,Automatic,Petrol,2.0L,41289,5,Faisalabad,5310000
Daihatsu,Mira,2023,Economy,Hatchback,Manual,Petrol,660cc,30255,4,Karachi,1705000
Toyota,Fortuner,2026,SUV,SUV,Automatic,Petrol,2.8L,2467,7,Multan,16650000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,154391,5,Faisalabad,560000
Suzuki,Mehran,2024,Economy,Hatchback,Automatic,Petrol,800cc,22738,4,Faisalabad,1395000
Honda,Civic,2024,Sedan,Sedan,Automatic,Petrol,1.8L,22081,5,Quetta,6310000
Honda,Vezel,2018,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,90578,5,Peshawar,3125000
Suzuki,Wagon R,2020,Hatchback,Hatchback,Automatic,Petrol,1.0L,47833,5,Faisalabad,1540000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,4.6L,124055,7,Lahore,8455000
Suzuki,Cultus,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,98660,5,Peshawar,1000000
Toyota,Yaris,2025,Sedan,Sedan,Manual,Petrol,1.5L,11122,5,Rawalpindi,3975000
Suzuki,Wagon R,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,86404,5,Rawalpindi,940000
Suzuki,Bolan,2008,Economy,Van,Automatic,Petrol,800cc,199050,8,Peshawar,390000
Suzuki,Cultus,2020,Hatchback,Hatchback,Manual,Petrol,1.0L,81519,5,Lahore,1430000
Honda,Vezel,2018,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,81094,5,Multan,2910000
Toyota,Fortuner,2013,SUV,SUV,Manual,Petrol,2.7L,168343,7,Lahore,2890000
Suzuki,Cultus,2018,Hatchback,Hatchback,Manual,Petrol,1.0L,82326,5,Faisalabad,1210000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.3L,2672,5,Islamabad,6135000
Suzuki,Alto,2026,Economy,Hatchback,Automatic,Petrol,660cc,0,4,Karachi,2695000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,70093,5,Islamabad,4975000
Honda,Civic,2017,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,118883,5,Peshawar,2820000
Suzuki,Bolan,2024,Economy,Van,Automatic,Petrol,800cc,14559,8,Multan,1795000
Hyundai,Tucson,2023,SUV,SUV,Manual,Petrol,2.0L,46772,5,Lahore,6395000
Suzuki,APV,2022,Van,Van,Manual,Petrol,1.5L,55957,8,Islamabad,2265000
Honda,Vezel,2025,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,4719,5,Quetta,8950000
Toyota,Land Cruiser,2023,Luxury,SUV,Automatic,Petrol,4.6L,46839,7,Islamabad,27285000
Suzuki,Cultus,2018,Hatchback,Hatchback,Manual,Petrol,1.0L,98697,5,Peshawar,1055000
KIA,Sportage,2021,SUV,SUV,Manual,Petrol,2.0L,60641,5,Lahore,4610000
Toyota,Corolla,2024,Sedan,Sedan,Manual,Petrol,1.6L,12215,5,Faisalabad,5990000
Suzuki,Bolan,2023,Economy,Van,Automatic,Petrol,800cc,38541,8,Karachi,1405000
Toyota,Yaris,2024,Sedan,Sedan,Manual,Petrol,1.3L,33812,5,Lahore,3860000
Honda,City,2026,Sedan,Sedan,Manual,Petrol,1.5L,7166,5,Faisalabad,4475000
Suzuki,Bolan,2011,Economy,Van,Automatic,Petrol,800cc,179586,8,Peshawar,305000
Suzuki,Mehran,2022,Economy,Hatchback,Automatic,Petrol,800cc,44075,4,Karachi,1155000
Suzuki,Alto,2017,Economy,Hatchback,Automatic,Petrol,1.0L,107961,4,Quetta,795000
Suzuki,APV,2019,Van,Van,Manual,Petrol,1.5L,102343,8,Quetta,1730000
Suzuki,Mehran,2023,Economy,Hatchback,Automatic,Petrol,800cc,39877,4,Quetta,1100000
Toyota,Prius,2017,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,98617,5,Faisalabad,2040000
Suzuki,Mehran,2008,Economy,Hatchback,Automatic,Petrol,800cc,175899,4,Faisalabad,250000
Suzuki,Cultus,2011,Hatchback,Hatchback,Automatic,Petrol,1.0L,220003,5,Islamabad,525000
Suzuki,Bolan,2025,Economy,Van,Automatic,Petrol,800cc,14994,8,Karachi,2205000
Honda,Vezel,2023,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,21311,5,Peshawar,6210000
Honda,Civic,2015,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,170313,5,Lahore,2255000
Suzuki,APV,2019,Van,Van,Automatic,Petrol,1.5L,83842,8,Islamabad,2080000
Honda,Civic,2013,Sedan,Sedan,Manual,Petrol,1.8L,136427,5,Multan,1680000
Toyota,Corolla,2017,Sedan,Sedan,Automatic,Petrol,1.3L,95647,5,Islamabad,2175000
Suzuki,Alto,2013,Economy,Hatchback,Manual,Petrol,1.0L,129240,4,Karachi,450000
Toyota,Hilux,2013,Pickup,Pickup,Automatic,Diesel,2.4L,130718,5,Karachi,2115000
Toyota,Prius,2015,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,110003,5,Karachi,1770000
Suzuki,Mehran,2018,Economy,Hatchback,Automatic,Petrol,800cc,112450,4,Islamabad,655000
Suzuki,Alto,2013,Economy,Hatchback,Automatic,Petrol,660cc,168714,4,Peshawar,440000
Suzuki,Cultus,2023,Hatchback,Hatchback,Manual,Petrol,1.0L,20143,5,Lahore,2355000
Suzuki,Cultus,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,37685,5,Karachi,2165000
Honda,City,2019,Sedan,Sedan,Automatic,Petrol,1.2L,71952,5,Faisalabad,2525000
Toyota,Land Cruiser,2017,Luxury,SUV,Automatic,Petrol,3.5L,111373,7,Quetta,10935000
Honda,Civic,2015,Sedan,Sedan,Manual,Petrol,1.5L Turbo,114325,5,Lahore,2190000
Toyota,Land Cruiser,2019,Luxury,SUV,Automatic,Petrol,3.5L,105733,7,Faisalabad,13630000
Suzuki,Cultus,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,56434,5,Karachi,1540000
Honda,Vezel,2026,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,1810,5,Rawalpindi,8055000
Toyota,Hilux,2022,Pickup,Pickup,Manual,Diesel,2.8L,53843,5,Islamabad,6480000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,4.6L,123409,7,Quetta,8570000
Honda,BR-V,2026,Family,SUV,Automatic,Petrol,1.5L,11357,7,Multan,6485000
Suzuki,Bolan,2008,Economy,Van,Automatic,Petrol,800cc,241419,8,Peshawar,350000
Hyundai,Tucson,2021,SUV,SUV,Manual,Petrol,2.0L,55735,5,Quetta,4900000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,84565,7,Karachi,3420000
Honda,BR-V,2022,Family,SUV,Automatic,Petrol,1.5L,27334,7,Karachi,5195000
Honda,Civic,2025,Sedan,Sedan,Automatic,Petrol,1.8L,5552,5,Karachi,8165000
Suzuki,APV,2017,Van,Van,Manual,Petrol,1.5L,121681,8,Quetta,1415000
Suzuki,APV,2017,Van,Van,Manual,Petrol,1.5L,108667,8,Quetta,1370000
Honda,Vezel,2024,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,7123,5,Peshawar,7070000
Suzuki,Bolan,2011,Economy,Van,Automatic,Petrol,800cc,123745,8,Peshawar,315000
Toyota,Corolla,2016,Sedan,Sedan,Automatic,Petrol,1.3L,107479,5,Multan,1965000
Suzuki,APV,2015,Van,Van,Automatic,Petrol,1.5L,95693,8,Karachi,1175000
Suzuki,APV,2011,Van,Van,Automatic,Petrol,1.5L,151309,8,Quetta,725000
Suzuki,Bolan,2025,Economy,Van,Manual,Petrol,800cc,16389,8,Islamabad,1880000
Honda,Civic,2022,Sedan,Sedan,Manual,Petrol,1.8L,62291,5,Peshawar,4965000
Suzuki,APV,2020,Van,Van,Automatic,Petrol,1.5L,59742,8,Faisalabad,2255000
Toyota,Fortuner,2022,SUV,SUV,Automatic,Petrol,2.7L,55674,7,Islamabad,9125000
Suzuki,Alto,2024,Economy,Hatchback,Automatic,Petrol,660cc,22134,4,Faisalabad,2040000
Suzuki,Bolan,2006,Economy,Van,Automatic,Petrol,800cc,202024,8,Peshawar,335000
Honda,BR-V,2021,Family,SUV,Manual,Petrol,1.5L,62497,7,Faisalabad,3430000
Daihatsu,Mira,2025,Economy,Hatchback,Manual,Petrol,660cc,14374,4,Lahore,2085000
Honda,BR-V,2018,Family,SUV,Manual,Petrol,1.5L,78363,7,Quetta,2400000
Honda,Vezel,2023,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,37320,5,Faisalabad,5830000
Daihatsu,Mira,2023,Economy,Hatchback,Manual,Petrol,660cc,32706,4,Lahore,1600000
Suzuki,Bolan,2013,Economy,Van,Manual,Petrol,800cc,175537,8,Peshawar,400000
Daihatsu,Mira,2012,Economy,Hatchback,Automatic,Petrol,660cc,180372,4,Lahore,460000
Suzuki,Cultus,2010,Hatchback,Hatchback,Manual,Petrol,1.0L,145382,5,Faisalabad,460000
Suzuki,Swift,2020,Hatchback,Hatchback,Manual,Petrol,1.3L,85177,5,Lahore,2000000
Toyota,Yaris,2023,Sedan,Sedan,Automatic,Petrol,1.3L,28321,5,Multan,3825000
Suzuki,APV,2008,Van,Van,Manual,Petrol,1.5L,219424,8,Lahore,710000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,44687,5,Quetta,5910000
KIA,Sportage,2020,SUV,SUV,Automatic,Petrol,2.0L,88434,5,Islamabad,4620000
Suzuki,Mehran,2007,Economy,Hatchback,Automatic,Petrol,800cc,165046,4,Islamabad,265000
Suzuki,Mehran,2020,Economy,Hatchback,Manual,Petrol,800cc,79569,4,Faisalabad,765000
Daihatsu,Mira,2010,Economy,Hatchback,Automatic,Petrol,660cc,212413,4,Islamabad,420000
Toyota,Fortuner,2016,SUV,SUV,Automatic,Diesel,2.7L,134619,7,Multan,4095000
Toyota,Land Cruiser,2019,Luxury,SUV,Automatic,Petrol,4.6L,82733,7,Quetta,12985000
Honda,BR-V,2019,Family,SUV,Automatic,Petrol,1.5L,88223,7,Peshawar,2940000
Toyota,Hilux,2023,Pickup,Pickup,Manual,Diesel,2.4L,36556,5,Faisalabad,6790000
